"State","District","Date","Year","Month","Avg_rainfall","Agency_name"
"Andhra Pradesh","Visakhapatanam","2023-10-18","2023","10","NA","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2023-10-21","2023","10","1.2679454506","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2023-10-23","2023","10","NA","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2023-10-24","2023","10","0.0039493763","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2023-10-25","2023","10","0.0160040584","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2023-10-26","2023","10","0.0787328441","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2023-10-27","2023","10","0.1197617159","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2023-10-28","2023","10","NA","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2023-10-29","2023","10","7.7869E-6","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2023-10-30","2023","10","NA","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2023-10-31","2023","10","1.53905E-5","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2023-10-01","2023","10","14.8912359951","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2023-10-08","2023","10","0.1157322317","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2023-10-09","2023","10","1.2892600562","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2023-10-10","2023","10","0.0039957791","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2023-10-11","2023","10","0.0066903344","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2023-10-12","2023","10","0.0205730231","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2023-10-13","2023","10","0.0002988309","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2023-10-14","2023","10","NA","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2023-10-15","2023","10","NA","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2023-10-16","2023","10","NA","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2023-10-17","2023","10","NA","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2023-10-18","2023","10","NA","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2023-10-21","2023","10","0.0309717798","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2023-10-23","2023","10","4.48917E-5","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2023-10-24","2023","10","0.0002774789","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2023-10-25","2023","10","1.9597209286","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2023-10-26","2023","10","0.5355090955","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2023-10-27","2023","10","0.5242460171","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2023-10-28","2023","10","NA","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2023-10-29","2023","10","NA","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2023-10-30","2023","10","NA","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2023-10-31","2023","10","0.0002189056","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2023-10-01","2023","10","4.5669912565","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2023-10-08","2023","10","NA","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2023-10-09","2023","10","0.006618897","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2023-10-10","2023","10","0.0001878076","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2023-10-11","2023","10","0.9991063193","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2023-10-12","2023","10","0.3501709993","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2023-10-13","2023","10","0.0003723472","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2023-10-14","2023","10","0.0009989316","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2023-10-15","2023","10","NA","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2023-10-16","2023","10","0.0129139831","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2023-10-17","2023","10","0.0001934156","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2023-10-18","2023","10","NA","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2023-10-21","2023","10","0.0945379946","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2023-10-23","2023","10","NA","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2023-10-24","2023","10","NA","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2023-10-25","2023","10","NA","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2023-10-26","2023","10","0.0772436336","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2023-10-27","2023","10","0.6035164528","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2023-10-28","2023","10","1.7269758603","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2023-10-29","2023","10","3.0386340989","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2023-10-30","2023","10","3.8430057712","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2023-10-31","2023","10","NA","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2023-10-01","2023","10","2.3883126325","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2023-10-08","2023","10","0.0211022647","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2023-10-09","2023","10","0.0183814791","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2023-10-10","2023","10","0.334280778","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2023-10-11","2023","10","0.0636258902","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2023-10-12","2023","10","0.1149668756","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2023-10-13","2023","10","0.0010085064","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2023-10-14","2023","10","NA","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2023-10-15","2023","10","0.0089236136","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2023-10-16","2023","10","0.0061431442","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2023-10-17","2023","10","0.0008503385","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2023-10-18","2023","10","NA","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2023-10-21","2023","10","0.1093292015","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2023-10-23","2023","10","0.0004659864","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2023-10-24","2023","10","0.0007651183","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2023-10-25","2023","10","0.0193931686","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2023-10-26","2023","10","0.0005627426","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2023-10-27","2023","10","0.0005816514","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2023-10-28","2023","10","0.0004141301","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2023-10-29","2023","10","0.475138233","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2023-10-30","2023","10","0.0099710078","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2023-10-31","2023","10","1.6060140392","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2023-10-01","2023","10","0.002926949","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2023-10-07","2023","10","1.575480264","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2023-10-08","2023","10","0.498372596","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2023-10-09","2023","10","6.4492140092","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2023-10-10","2023","10","3.6700283589","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2023-10-11","2023","10","0.6411310597","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2023-10-12","2023","10","0.1104274749","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2023-10-13","2023","10","0.9636455753","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2023-10-14","2023","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2023-10-15","2023","10","0.2216043783","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2023-10-16","2023","10","0.019645694","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2023-10-17","2023","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2023-10-18","2023","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2023-10-21","2023","10","0.0015966716","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2023-10-23","2023","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2023-10-24","2023","10","0.0328578626","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2023-10-25","2023","10","0.0151155639","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2023-10-26","2023","10","0.536865856","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2023-10-27","2023","10","0.1906049058","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2023-10-28","2023","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2023-10-29","2023","10","0.0086887003","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2023-10-30","2023","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2023-10-31","2023","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2023-10-01","2023","10","3.7533663656","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2023-10-07","2023","10","11.1560524354","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2023-10-08","2023","10","2.2708887123","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2023-10-09","2023","10","7.3276417424","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2023-10-10","2023","10","3.7160919481","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2023-10-11","2023","10","0.6708016318","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2023-10-12","2023","10","0.8531350716","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2023-10-13","2023","10","2.5945342249","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2023-10-14","2023","10","0.1570439272","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2023-10-15","2023","10","0.0095490501","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2023-10-16","2023","10","0.0021335347","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2023-10-17","2023","10","0.0043598913","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2023-10-18","2023","10","0.0813276791","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2023-10-21","2023","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2023-10-23","2023","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2023-10-24","2023","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2023-10-25","2023","10","0.2428062079","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2023-10-26","2023","10","2.9047936954","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2023-10-27","2023","10","3.5015535912","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2023-10-28","2023","10","8.07316E-5","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2023-10-29","2023","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2023-10-30","2023","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2023-10-31","2023","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2023-10-01","2023","10","0.7950372265","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2023-10-07","2023","10","5.2437257235","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2023-10-08","2023","10","3.0132680475","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2023-10-09","2023","10","11.0266238779","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2023-10-10","2023","10","5.3710192743","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2023-10-11","2023","10","2.6279173265","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2023-10-12","2023","10","2.1300580985","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2023-10-13","2023","10","2.2191775727","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2023-10-14","2023","10","0.3129326438","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2023-10-15","2023","10","3.2029191075","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2023-10-16","2023","10","0.1251090143","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2023-10-17","2023","10","0.0723770552","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2023-10-18","2023","10","0.3091070702","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2023-10-21","2023","10","0.2502944809","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2023-10-23","2023","10","0.6361942544","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2023-10-24","2023","10","0.7455640133","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2023-10-25","2023","10","2.0342518993","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2023-10-26","2023","10","1.6041359366","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2023-10-27","2023","10","0.5204690799","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2023-10-28","2023","10","0.5935160516","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2023-10-29","2023","10","0.170250273","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2023-10-30","2023","10","0.0190728073","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2023-10-31","2023","10","0.0434745607","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2023-10-01","2023","10","7.4698123624","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2023-10-07","2023","10","0.6719556356","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2023-10-08","2023","10","4.4409354984","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2023-10-09","2023","10","6.0502659506","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2023-10-10","2023","10","4.9970550795","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2023-10-11","2023","10","2.0630784329","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2023-10-12","2023","10","2.1109487993","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2023-10-13","2023","10","0.9614911849","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2023-10-14","2023","10","0.2987369557","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2023-10-15","2023","10","0.1707573551","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2023-10-16","2023","10","0.2091539327","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2023-10-17","2023","10","0.0590130655","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2023-10-18","2023","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2023-10-21","2023","10","2.7292682907","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2023-10-23","2023","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2023-10-24","2023","10","0.075658295","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2023-10-25","2023","10","0.7541823433","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2023-10-26","2023","10","0.2031126829","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2023-10-27","2023","10","3.8695660355","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2023-10-28","2023","10","0.3772419522","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2023-10-29","2023","10","0.1367717178","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2023-10-30","2023","10","0.0647157543","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2023-10-31","2023","10","0.0748029615","NRSC VIC MODEL"
"Arunachal Pradesh","East Siang","2023-10-01","2023","10","0.0524217551","NRSC VIC MODEL"
"Arunachal Pradesh","East Siang","2023-10-07","2023","10","4.4273435522","NRSC VIC MODEL"
"Arunachal Pradesh","East Siang","2023-10-08","2023","10","6.033731128","NRSC VIC MODEL"
"Arunachal Pradesh","East Siang","2023-10-09","2023","10","10.2868613464","NRSC VIC MODEL"
"Arunachal Pradesh","East Siang","2023-10-10","2023","10","5.4400489275","NRSC VIC MODEL"
"Arunachal Pradesh","East Siang","2023-10-11","2023","10","0.8285732119","NRSC VIC MODEL"
"Arunachal Pradesh","East Siang","2023-10-12","2023","10","1.5644371419","NRSC VIC MODEL"
"Arunachal Pradesh","East Siang","2023-10-13","2023","10","3.176955038","NRSC VIC MODEL"
"Arunachal Pradesh","East Siang","2023-10-14","2023","10","0.0022411159","NRSC VIC MODEL"
"Arunachal Pradesh","East Siang","2023-10-15","2023","10","3.140758312","NRSC VIC MODEL"
"Arunachal Pradesh","East Siang","2023-10-16","2023","10","0.039065596","NRSC VIC MODEL"
"Arunachal Pradesh","East Siang","2023-10-17","2023","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","East Siang","2023-10-18","2023","10","0.0145320604","NRSC VIC MODEL"
"Arunachal Pradesh","East Siang","2023-10-21","2023","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","East Siang","2023-10-23","2023","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","East Siang","2023-10-24","2023","10","0.0684210719","NRSC VIC MODEL"
"Arunachal Pradesh","East Siang","2023-10-25","2023","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","East Siang","2023-10-26","2023","10","0.0511756962","NRSC VIC MODEL"
"Arunachal Pradesh","East Siang","2023-10-27","2023","10","0.0163924707","NRSC VIC MODEL"
"Arunachal Pradesh","East Siang","2023-10-28","2023","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","East Siang","2023-10-29","2023","10","0.0808113972","NRSC VIC MODEL"
"Arunachal Pradesh","East Siang","2023-10-30","2023","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","East Siang","2023-10-31","2023","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","Kamle","2023-10-01","2023","10","1.5172953892","NRSC VIC MODEL"
"Arunachal Pradesh","Kamle","2023-10-07","2023","10","5.4026885655","NRSC VIC MODEL"
"Arunachal Pradesh","Kamle","2023-10-08","2023","10","2.5621144947","NRSC VIC MODEL"
"Arunachal Pradesh","Kamle","2023-10-09","2023","10","11.3560168942","NRSC VIC MODEL"
"Arunachal Pradesh","Kamle","2023-10-10","2023","10","3.308762607","NRSC VIC MODEL"
"Arunachal Pradesh","Kamle","2023-10-11","2023","10","0.7086288799","NRSC VIC MODEL"
"Arunachal Pradesh","Kamle","2023-10-12","2023","10","0.0091913765","NRSC VIC MODEL"
"Arunachal Pradesh","Kamle","2023-10-13","2023","10","0.6373854044","NRSC VIC MODEL"
"Arunachal Pradesh","Kamle","2023-10-14","2023","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","Kamle","2023-10-15","2023","10","0.2482163959","NRSC VIC MODEL"
"Arunachal Pradesh","Kamle","2023-10-16","2023","10","0.1354562451","NRSC VIC MODEL"
"Arunachal Pradesh","Kamle","2023-10-17","2023","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","Kamle","2023-10-18","2023","10","0.0004691228","NRSC VIC MODEL"
"Arunachal Pradesh","Kamle","2023-10-21","2023","10","0.3354278308","NRSC VIC MODEL"
"Arunachal Pradesh","Kamle","2023-10-23","2023","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","Kamle","2023-10-24","2023","10","0.0839913937","NRSC VIC MODEL"
"Arunachal Pradesh","Kamle","2023-10-25","2023","10","0.0016057104","NRSC VIC MODEL"
"Arunachal Pradesh","Kamle","2023-10-26","2023","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","Kamle","2023-10-27","2023","10","0.0020417038","NRSC VIC MODEL"
"Arunachal Pradesh","Kamle","2023-10-28","2023","10","0.0447987277","NRSC VIC MODEL"
"Arunachal Pradesh","Kamle","2023-10-29","2023","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","Kamle","2023-10-30","2023","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","Kamle","2023-10-31","2023","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","Kra Daadi","2023-10-01","2023","10","1.3923624252","NRSC VIC MODEL"
"Arunachal Pradesh","Kra Daadi","2023-10-07","2023","10","2.5681276804","NRSC VIC MODEL"
"Arunachal Pradesh","Kra Daadi","2023-10-08","2023","10","6.190485321","NRSC VIC MODEL"
"Arunachal Pradesh","Kra Daadi","2023-10-09","2023","10","0.3778683749","NRSC VIC MODEL"
"Arunachal Pradesh","Kra Daadi","2023-10-10","2023","10","1.8784317818","NRSC VIC MODEL"
"Arunachal Pradesh","Kra Daadi","2023-10-11","2023","10","0.7710470089","NRSC VIC MODEL"
"Arunachal Pradesh","Kra Daadi","2023-10-12","2023","10","1.3694349727","NRSC VIC MODEL"
"Arunachal Pradesh","Kra Daadi","2023-10-13","2023","10","2.5479104133","NRSC VIC MODEL"
"Arunachal Pradesh","Kra Daadi","2023-10-14","2023","10","0.1749935028","NRSC VIC MODEL"
"Arunachal Pradesh","Kra Daadi","2023-10-15","2023","10","0.4721243777","NRSC VIC MODEL"
"Arunachal Pradesh","Kra Daadi","2023-10-16","2023","10","0.2209103714","NRSC VIC MODEL"
"Arunachal Pradesh","Kra Daadi","2023-10-17","2023","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","Kra Daadi","2023-10-18","2023","10","0.0944701981","NRSC VIC MODEL"
"Arunachal Pradesh","Kra Daadi","2023-10-21","2023","10","0.9862311969","NRSC VIC MODEL"
"Arunachal Pradesh","Kra Daadi","2023-10-23","2023","10","0.0570037736","NRSC VIC MODEL"
"Arunachal Pradesh","Kra Daadi","2023-10-24","2023","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","Kra Daadi","2023-10-25","2023","10","0.0619372254","NRSC VIC MODEL"
"Arunachal Pradesh","Kra Daadi","2023-10-26","2023","10","0.0740179718","NRSC VIC MODEL"
"Arunachal Pradesh","Kra Daadi","2023-10-27","2023","10","0.967981819","NRSC VIC MODEL"
"Arunachal Pradesh","Kra Daadi","2023-10-28","2023","10","0.4565729695","NRSC VIC MODEL"
"Arunachal Pradesh","Kra Daadi","2023-10-29","2023","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","Kra Daadi","2023-10-30","2023","10","0.2378611054","NRSC VIC MODEL"
"Arunachal Pradesh","Kra Daadi","2023-10-31","2023","10","0.168403305","NRSC VIC MODEL"
"Arunachal Pradesh","Kurung Kumey","2023-10-01","2023","10","2.7018970296","NRSC VIC MODEL"
"Arunachal Pradesh","Kurung Kumey","2023-10-07","2023","10","2.0041156308","NRSC VIC MODEL"
